822.57,298.62,100.29,138.34,8,1,Buzz Drilldrin,40146.89
823.03,382.8,97.56,188.12,11.12,1,Buzz Drilldrin,40721.09
824.55,168.03,101.41,110.63,7.7,1,Buzz Drilldrin,40973.13
825.06,338.46,102.35,76.5,7.27,1,Buzz Drilldrin,41480.82
826.56,306.13,102.24,192.92,9.56,1,Buzz Drilldrin,41940.01
827.06,288.08,100.69,121.59,8.22,1,Buzz Drilldrin,42372.13
828.52,314.65,95.54,193.26,13.15,1,Buzz Drilldrin,42844.1
829,66.05,101.23,151.62,7.88,1,Buzz Drilldrin,42943.17
830.56,327.21,100.08,145.53,8.84,1,Buzz Drilldrin,43433.99
831.01,322.61,98.35,131.39,9.84,1,Buzz Drilldrin,43917.9
832.51,331.66,99.93,134.41,9.16,1,Buzz Drilldrin,44415.39
833.15,316.74,100.11,109.47,9.03,1,Buzz Drilldrin,44890.5
834.51,305.81,100.29,98.01,9.18,1,Buzz Drilldrin,45349.21
835.05,373.07,100.62,107.59,8.54,1,Buzz Drilldrin,45908.82
836.59,324.44,98.85,159.02,10.14,1,Buzz Drilldrin,46395.48
837.04,352.84,97.63,193.58,12.28,1,Buzz Drilldrin,46924.74
838.53,0,101.19,179.18,3.99,1,Buzz Drilldrin,46924.74
839.03,50.39,105.91,117.41,1.09,1,Buzz Drilldrin,47000.32
840.54,243.72,102.06,193.15,5.35,1,Buzz Drilldrin,47365.9
841.02,347.99,102.09,186.47,5.54,1,Buzz Drilldrin,47887.89
842.57,318.77,102.35,145.25,4.75,1,Buzz Drilldrin,48366.04
843.06,344.07,102.13,131.11,5.2,1,Buzz Drilldrin,48882.15
844.51,407.19,103.14,127.64,4.43,1,Buzz Drilldrin,49492.94
845.08,315.08,98.2,152.01,8.88,1,Buzz Drilldrin,49965.56
846.53,304.79,101.48,140.39,6.84,1,Buzz Drilldrin,50422.74
847.01,347.21,100.26,137.7,7.31,1,Buzz Drilldrin,50943.56
848.55,386.78,99.25,150.67,7.62,1,Buzz Drilldrin,51523.73
849.13,311.36,100.11,198.55,7.66,1,Buzz Drilldrin,51990.77
850.52,366.19,99.39,189.36,8.52,1,Buzz Drilldrin,52540.06
851.02,319.79,99.93,230.52,7.58,1,Buzz Drilldrin,53019.74
852.5,146.54,93.41,307.6,15.15,1,Buzz Drilldrin,53239.55
853.03,126.5,95.21,348.45,13.22,1,Buzz Drilldrin,53429.3
854.5,218.33,100.55,159.14,6.8,1,Buzz Drilldrin,53756.8
855.04,312.29,100.04,199,7.69,1,Buzz Drilldrin,54225.24
856.53,347.05,97.38,213.73,8.4,1,Buzz Drilldrin,54745.81
857.06,373.98,100.11,135.08,7.59,1,Buzz Drilldrin,55306.78
858.53,334.66,97.7,176.33,8.86,1,Buzz Drilldrin,55808.77
859.01,386.54,95.65,227.57,11.6,1,Buzz Drilldrin,56388.58
860.53,382.52,98.78,186.37,8.36,1,Buzz Drilldrin,56962.36
861.01,325.99,96.94,226.75,10.07,1,Buzz Drilldrin,57451.35
862.51,337.81,97.27,177.99,8.15,1,Buzz Drilldrin,57958.06
863.08,338.97,100.8,199.46,6.72,1,Buzz Drilldrin,58466.51
864.51,328.27,101.55,221.15,5.4,1,Buzz Drilldrin,58958.92
865.02,76.81,102.92,114.05,4.81,1,Buzz Drilldrin,59074.13
866.51,75.32,100.65,124.05,6.06,1,Buzz Drilldrin,59187.11
867.01,74.8,101.48,137.22,5.65,1,Buzz Drilldrin,59299.31
868.52,64.89,101.12,129.59,5.14,1,Buzz Drilldrin,59396.64
869.01,83.31,101.99,99.33,4.58,1,Buzz Drilldrin,59521.6
870.53,114.86,101.23,104.14,5.68,1,Buzz Drilldrin,59693.89
871.05,117.62,98.56,97.03,8.2,1,Buzz Drilldrin,59870.32
872.53,123.48,99.32,138.62,7.81,1,Buzz Drilldrin,60055.54
873.03,131.13,98.64,111.29,8.52,1,Buzz Drilldrin,60252.24
874.52,145.72,96.55,113.44,11.11,1,Buzz Drilldrin,60470.82
875.04,149.3,94.57,102.18,12.46,1,Buzz Drilldrin,60694.77
876.51,97.29,92.87,132.89,14.23,1,Buzz Drilldrin,60840.7
877.02,57.29,88.4,214.12,19.27,1,Buzz Drilldrin,60926.63
878.53,141.42,91.5,272.61,16.97,1,Buzz Drilldrin,61138.76
879.01,128.92,87.43,337.23,19.2,1,Buzz Drilldrin,61332.14
880.54,120.69,99.57,202.46,7.63,1,Buzz Drilldrin,61513.18
881.03,131.18,101.23,125.59,5.83,1,Buzz Drilldrin,61709.95
882.52,131.99,102.31,75.01,4.9,1,Buzz Drilldrin,61907.93
883.02,157.83,102.92,115.73,4.99,1,Buzz Drilldrin,62144.68
884.51,136.94,103.93,63.97,3.46,1,Buzz Drilldrin,62350.09
885.01,42.18,102.06,121.96,5.28,1,Buzz Drilldrin,62413.36
886.54,163.01,99.93,105.74,7.49,1,Buzz Drilldrin,62657.88
887.03,179.25,98.35,114.5,8.55,1,Buzz Drilldrin,62926.75
888.51,158.94,98.64,124.74,8.45,1,Buzz Drilldrin,63165.16
889.02,187.4,100.69,131.77,7.09,1,Buzz Drilldrin,63446.26
890.53,177.3,99.72,143.03,7.54,1,Buzz Drilldrin,63712.21
891,199.54,102.63,34.25,2.81,1,Buzz Drilldrin,64011.52
892.54,364.43,98.35,232.49,8.37,1,Buzz Drilldrin,64558.16
893,320.8,101.16,178.6,5.98,1,Buzz Drilldrin,65039.36
894.54,366.37,101.23,138.74,6.2,1,Buzz Drilldrin,65588.91
895,320.84,102.53,162.93,6.26,1,Buzz Drilldrin,66070.17
896.63,314.4,98.06,194.28,6.64,1,Buzz Drilldrin,66541.77
897,378.96,95.07,250.41,11.02,1,Buzz Drilldrin,67110.21
898.63,355.54,101.27,130.06,5.39,1,Buzz Drilldrin,67643.52
899.09,369.24,98.56,177.44,5.85,1,Buzz Drilldrin,68197.38
900.51,184.52,98.82,182.11,10.76,1,Buzz Drilldrin,68474.16
901.01,114.29,97.56,166.4,12.43,1,Buzz Drilldrin,68645.6
902.51,130.05,98.67,250.09,8.99,1,Buzz Drilldrin,68840.68
903.03,325.98,103.43,81.77,3.88,1,Buzz Drilldrin,69329.65
904.54,358.18,103.93,78.06,4.38,1,Buzz Drilldrin,69866.92
905,358.18,95.65,253.45,13,1,Buzz Drilldrin,70404.19
906.55,294.05,102.92,52.32,3.89,1,Buzz Drilldrin,70845.26
907,326.11,103.64,80.22,4.78,1,Buzz Drilldrin,71334.42
908.54,245.15,104.33,15.28,2.75,1,Buzz Drilldrin,71702.15
909.09,351.72,102.63,47.41,3.77,1,Buzz Drilldrin,72229.73
910.61,336.98,102.81,82.2,4.15,1,Buzz Drilldrin,72735.2
911.03,364.59,94.06,101.9,9.39,1,Buzz Drilldrin,73282.08
912.53,333.47,92.01,237.99,12.48,1,Buzz Drilldrin,73782.29
913.02,139.13,96.87,190.09,11.34,1,Buzz Drilldrin,73990.99
914.54,326.36,87.43,372.68,19.48,1,Buzz Drilldrin,74480.53
915.03,304.8,90.93,440,17.37,1,Buzz Drilldrin,74937.73
916.59,289.83,89.92,377.27,16.64,1,Buzz Drilldrin,75372.47
917.09,320.7,94.6,394.82,16.99,1,Buzz Drilldrin,75853.52
918.53,332.69,101.99,72.67,4.99,1,Buzz Drilldrin,76352.56
919.03,344.67,102.13,50.16,5.03,1,Buzz Drilldrin,76869.57
920.67,320.22,100.15,82.92,6.32,1,Buzz Drilldrin,77349.9
921.03,320.22,98.96,98.3,8.48,1,Buzz Drilldrin,77830.23
922.53,320.01,90.93,221.7,15.56,1,Buzz Drilldrin,78310.24
923.06,285.46,94.57,251.18,13.7,1,Buzz Drilldrin,78738.43
924.54,378.27,102.99,22.63,4.74,1,Buzz Drilldrin,79305.83
925.08,299.92,100.69,73.48,7.31,1,Buzz Drilldrin,79755.71
926.57,276.49,97.95,111.92,8.77,1,Buzz Drilldrin,80170.45
927.11,326.13,99.14,77.24,8.45,1,Buzz Drilldrin,80659.65
928.62,341.89,105.95,117.89,2.55,1,Buzz Drilldrin,81172.49
929.06,303.28,105.66,142.95,2.34,1,Buzz Drilldrin,81627.41
930.5,325.34,103.64,143.18,3.44,1,Buzz Drilldrin,82115.42
931.04,412.85,102.35,226.78,5.49,1,Buzz Drilldrin,82734.69
932.54,339.53,103.86,157.5,3.99,1,Buzz Drilldrin,83243.99
933,398.76,84.48,317.16,22.6,1,Buzz Drilldrin,83842.13
934.53,316.02,92.66,463.23,15.29,1,Buzz Drilldrin,84316.16
935.02,355.7,98.42,380.66,10.11,1,Buzz Drilldrin,84849.71
936.55,342.46,94.46,359.61,13.92,1,Buzz Drilldrin,85363.4
937.09,345.33,103.61,325.95,8.26,1,Buzz Drilldrin,85881.39
938.58,366.46,91.36,386.66,16.25,1,Buzz Drilldrin,86431.08
939.01,366.46,92.19,440.1,14.48,1,Buzz Drilldrin,86980.77
940.59,357.09,102.24,231.36,6.32,1,Buzz Drilldrin,87516.4
941.02,357.09,100,253.12,8.38,1,Buzz Drilldrin,88052.03
942.6,337.36,103.28,154.72,4.78,1,Buzz Drilldrin,88558.07
943.03,395.45,101.77,139.85,5.93,1,Buzz Drilldrin,89151.25
944.57,350.97,105.77,130.25,2.33,1,Buzz Drilldrin,89677.71
945.05,336.33,104.33,167.31,4.03,1,Buzz Drilldrin,90182.21
946.53,365.98,104.47,116.14,4.08,1,Buzz Drilldrin,90731.18
947.06,320.72,106.35,144.29,3.07,1,Buzz Drilldrin,91212.26
948.53,350.67,102.67,311.27,5.69,1,Buzz Drilldrin,91738.26
949,370.91,104.72,169.78,3.79,1,Buzz Drilldrin,92294.62
950.62,378.41,104.98,147.79,3.93,1,Buzz Drilldrin,92862.24
951.05,378.41,100.08,354.32,8.48,1,Buzz Drilldrin,93429.86
952.58,360.05,97.77,286.18,10.46,1,Buzz Drilldrin,93969.93
953.01,314.48,105.98,141.66,2.03,1,Buzz Drilldrin,94441.65
954.53,378.39,97.3,211.17,9.91,1,Buzz Drilldrin,95009.24
955.01,332.5,99.07,270.67,8.85,1,Buzz Drilldrin,95507.99
956.57,316.73,102.13,251.18,6.32,1,Buzz Drilldrin,95983.09
957.05,338.88,102.38,223.37,5.45,1,Buzz Drilldrin,96491.41
958.52,375.54,100.8,431.6,7.32,1,Buzz Drilldrin,97054.72
959.14,334.31,96.76,318.41,12.21,1,Buzz Drilldrin,97556.18
960.57,343.8,102.74,178.83,6.6,1,Buzz Drilldrin,98071.88
961.04,366.33,98.28,211.16,9.43,1,Buzz Drilldrin,98621.38
962.51,303.92,105.44,143.6,3.18,1,Buzz Drilldrin,99077.26
963.03,379.74,103.14,211,5.16,1,Buzz Drilldrin,99646.87
964.58,361.45,94.13,392.39,14.96,1,Buzz Drilldrin,100189.04
965.01,374.06,93.66,437.07,14.36,1,Buzz Drilldrin,100750.13
966.62,367.43,92.94,352.77,14.38,1,Buzz Drilldrin,101301.28
967.09,362.21,95.36,445.64,13.82,1,Buzz Drilldrin,101844.6
968.56,315.22,101.05,193.03,7.61,1,Buzz Drilldrin,102317.43
969.03,347.65,98.02,225.28,10.35,1,Buzz Drilldrin,102838.9
970.58,364.23,104.44,144.67,3.61,1,Buzz Drilldrin,103385.24
971.01,328.74,104.65,141.48,3.76,1,Buzz Drilldrin,103878.35
972.51,368.98,100.76,286.53,7.88,1,Buzz Drilldrin,104431.82
973.07,324.76,100.73,201.74,6.83,1,Buzz Drilldrin,104918.96
974.57,323.72,101.63,180.74,6.58,1,Buzz Drilldrin,105404.54
975.03,332.93,100.51,208.93,8,1,Buzz Drilldrin,105903.93
976.58,301.14,100.83,198.95,8.16,1,Buzz Drilldrin,106355.64
977.01,389.43,100.47,156.4,6.7,1,Buzz Drilldrin,106939.79
978.5,346.66,89.74,376.76,17.53,1,Buzz Drilldrin,107459.78
979.06,305.18,94.85,268.63,11.67,1,Buzz Drilldrin,107917.55
980.51,322.33,98.82,156.58,8.48,1,Buzz Drilldrin,108401.04
981.02,314.2,95.65,265.01,13.24,1,Buzz Drilldrin,108872.34
982.51,360.77,98.02,206.57,7.76,1,Buzz Drilldrin,109413.49
983.03,364.23,97.95,199.22,10.49,1,Buzz Drilldrin,109959.84
984.61,320.51,97.74,98.24,8.77,1,Buzz Drilldrin,110440.6
985.03,376.46,100,137.51,8.66,1,Buzz Drilldrin,111005.29
986.57,345.52,99.39,104.41,7.73,1,Buzz Drilldrin,111523.57
987.03,365.98,101.09,92.49,5.83,1,Buzz Drilldrin,112072.54
988.51,353.63,101.34,71.17,8.8,1,Buzz Drilldrin,112602.99
989.07,346.34,103.03,68.2,5.43,1,Buzz Drilldrin,113122.5
990.51,331.12,100.11,65.72,8.04,1,Buzz Drilldrin,113619.18
991.02,323.6,98.2,86.62,9.29,1,Buzz Drilldrin,114104.58
992.51,317.24,102.24,165.14,8.85,1,Buzz Drilldrin,114580.44
993.06,376.69,104.44,-5.55,4.73,1,Buzz Drilldrin,115145.48
994.63,310.3,102.53,-32.89,7.3,1,Buzz Drilldrin,115610.93
995.04,350.63,98.96,-72.06,8.22,1,Buzz Drilldrin,116136.88
996.57,320.47,102.38,-81.96,4.81,1,Buzz Drilldrin,116617.59
997.02,367.88,101.52,30.56,7.75,1,Buzz Drilldrin,117169.41
998.54,356.64,100.37,9.61,9.81,1,Buzz Drilldrin,117704.37
999.06,315.88,101.73,188.54,10.81,1,Buzz Drilldrin,118178.19
1000.51,317.65,100.76,-77.38,8.38,1,Buzz Drilldrin,118654.67
1001.07,328.63,101.05,-99.6,7.94,1,Buzz Drilldrin,119147.62
1002.53,337.39,106.89,-67.93,1.32,1,Buzz Drilldrin,119653.71
1003.08,357.04,103.21,-173.91,2.21,1,Buzz Drilldrin,120189.27
1004.64,331,105.37,-162.66,3.16,1,Buzz Drilldrin,120685.77
1005.05,331,103.82,-180.16,6.46,1,Buzz Drilldrin,121182.27
1006.51,301.82,103.46,-151.88,4.52,1,Buzz Drilldrin,121635.0
1007.01,369.73,104.4,-172.85,4.9,1,Buzz Drilldrin,122189.6
1008.56,312.39,103.75,-159.42,4.67,1,Buzz Drilldrin,122658.19
1009.07,324.73,104.4,-133.51,4.71,1,Buzz Drilldrin,123145.29
1010.52,341.23,99.21,-110.79,8.5,1,Buzz Drilldrin,123657.13
1011.11,332.06,99.07,-68.44,8.74,1,Buzz Drilldrin,124155.22
1012.53,357.6,100.51,-22.88,8.57,1,Buzz Drilldrin,124691.62
1013.07,320.35,100.8,-91.86,6.1,1,Buzz Drilldrin,125172.14
1014.52,307.77,94.96,3.67,12.66,1,Buzz Drilldrin,125633.79
1015.07,341.53,89.02,174.81,19.98,1,Buzz Drilldrin,126146.08
1016.59,350.37,99.39,-62.33,9.12,1,Buzz Drilldrin,126671.63
1017.08,301.75,98.35,-43.09,9.77,1,Buzz Drilldrin,127124.26
1018.57,323.66,102.49,104.73,7.31,1,Buzz Drilldrin,127609.75
1019.15,349.21,104.08,123.64,5.92,1,Buzz Drilldrin,128133.57
1020.55,340.78,105.66,185.09,5.08,1,Buzz Drilldrin,128644.74
1021.03,348.75,97.81,130.48,10.93,1,Buzz Drilldrin,129167.87
1022.58,333.89,104.47,122.7,-0.19,1,Buzz Drilldrin,129668.71
1023.06,292.86,104.58,194.49,3.82,1,Buzz Drilldrin,130108.0
1024.51,341.06,101.34,137.39,5.59,1,Buzz Drilldrin,130619.59
1025.05,325.53,105.62,151.86,1.04,1,Buzz Drilldrin,131107.89
1026.54,317.59,89.88,210.85,16.59,1,Buzz Drilldrin,131584.28
1027.02,343.03,92.55,345.73,7.57,1,Buzz Drilldrin,132098.83
1028.58,400.61,107.1,90.47,3.12,1,Buzz Drilldrin,132699.74
1029.06,325.05,101.09,66.27,6.79,1,Buzz Drilldrin,133187.32
1030.5,376.39,105.91,135.3,4.4,1,Buzz Drilldrin,133751.9
1031.08,329.03,105.55,145.66,3.61,1,Buzz Drilldrin,134245.45
1032.54,256.64,101.99,227.88,7.25,1,Buzz Drilldrin,134630.41
1033.02,355.88,93.23,314.92,14.36,1,Buzz Drilldrin,135164.23
1034.51,366.77,103.5,110.86,6.57,1,Buzz Drilldrin,135714.39
1035.03,325.66,92.19,241.75,16.05,1,Buzz Drilldrin,136202.88
1036.56,185.22,97.3,358.11,12.13,1,Buzz Drilldrin,136480.71
1037.05,200.68,103.54,107.31,5.2,1,Buzz Drilldrin,136781.73
1038.57,365.85,102.89,142.47,6.03,1,Buzz Drilldrin,137330.51
1039,327.29,96.58,211.49,11.46,1,Buzz Drilldrin,137821.45
1040.57,323.4,100.37,193.34,8.63,1,Buzz Drilldrin,138306.55
1041.05,355.09,90.13,268.91,16.31,1,Buzz Drilldrin,138839.18
1042.52,296.7,100.98,71.47,6.07,1,Buzz Drilldrin,139284.23
1043.01,159.42,98.42,316.95,10.51,1,Buzz Drilldrin,139523.36
1044.57,353.16,100.76,408.08,9.39,1,Buzz Drilldrin,140053.1
1045.05,317.9,102.2,283.8,9.98,1,Buzz Drilldrin,140529.95
1046.52,311.56,96.01,478.94,11.27,1,Buzz Drilldrin,140997.29
1047.09,366.7,92.26,422.1,15.22,1,Buzz Drilldrin,141547.34
1048.58,350.75,104.18,123.33,4.71,1,Buzz Drilldrin,142073.46
1049.01,373.05,102.06,114.74,6.27,1,Buzz Drilldrin,142633.04
1050.54,370.45,105.48,84.46,4.19,1,Buzz Drilldrin,143188.71
1051.06,374.28,105.48,80.51,2.07,1,Buzz Drilldrin,143750.13
1052.58,332.56,102.27,169.23,6.23,1,Buzz Drilldrin,144248.97
1053.05,339.85,102.24,153.99,5.78,1,Buzz Drilldrin,144758.74
1054.51,334.74,103.64,123.97,5.12,1,Buzz Drilldrin,145260.85
1055.08,314.4,103.61,118.24,5.2,1,Buzz Drilldrin,145732.45
1056.64,366.82,102.38,116.84,5.58,1,Buzz Drilldrin,146282.68
1057.02,330.48,104.33,126.57,4.54,1,Buzz Drilldrin,146778.4
1058.53,358.43,103.82,143.35,4.93,1,Buzz Drilldrin,147316.04
1059.05,302.26,103.07,124.2,4.86,1,Buzz Drilldrin,147769.43
1060.51,323.38,103.79,136.09,5.14,1,Buzz Drilldrin,148254.5
1061.03,346.32,102.63,132.06,5.84,1,Buzz Drilldrin,148773.98
1062.58,328.38,101.45,134.58,6.46,1,Buzz Drilldrin,149266.55
1063.01,324.19,101.66,142.88,6.38,1,Buzz Drilldrin,149752.83
1064.51,329.5,102.6,172.77,6.05,1,Buzz Drilldrin,150247.08
1065.07,314.75,102.53,164.89,6.35,1,Buzz Drilldrin,150719.2
1066.56,331.73,97.23,299.01,10.76,1,Buzz Drilldrin,151216.8
1067.03,355.15,98.82,318.16,9.76,1,Buzz Drilldrin,151749.52
1068.52,299.42,89.67,479.71,20.17,1,Buzz Drilldrin,152198.65
1069.05,206.22,90.49,416.67,18.41,1,Buzz Drilldrin,152507.98
1070.52,250.24,92.73,486.61,18.29,1,Buzz Drilldrin,152883.34
1071.03,340.07,102.31,418.01,7.78,1,Buzz Drilldrin,153393.45
1072.52,329.42,102.24,159.83,6.41,1,Buzz Drilldrin,153887.58
1073.03,350.16,101.55,180.03,6.65,1,Buzz Drilldrin,154412.82
1074.53,319.67,102.45,124.97,6.24,1,Buzz Drilldrin,154892.33
1075.04,376.83,103.07,116.61,5.46,1,Buzz Drilldrin,155457.57
1076.53,346.59,96.29,206.44,11.07,1,Buzz Drilldrin,155977.46
1077.09,376.88,94.85,312.19,13.45,1,Buzz Drilldrin,156542.78
1078.53,311.83,92.3,519.63,15.98,1,Buzz Drilldrin,157010.52
1079.08,314.75,94.89,450.43,13.45,1,Buzz Drilldrin,157482.64
1080.52,324.32,101.23,124.63,7.17,1,Buzz Drilldrin,157969.12
1081.03,285.4,100.11,155.95,7.69,1,Buzz Drilldrin,158397.22
1082.52,315.06,100.94,129.94,6.84,1,Buzz Drilldrin,158869.81
1083.08,349.97,99.32,181.07,8.71,1,Buzz Drilldrin,159394.76
1084.55,332.92,90.96,508.94,18.18,1,Buzz Drilldrin,159894.14
1085.04,275.4,97.3,505.36,9.22,1,Buzz Drilldrin,160307.24
1086.52,348.02,99.5,168.86,8.36,1,Buzz Drilldrin,160829.27
1087.02,356.65,99.28,191.55,10.8,1,Buzz Drilldrin,161364.24
1088.53,331.64,96.08,273.19,12.8,1,Buzz Drilldrin,161861.7
1089.04,325.52,86.86,373.32,21.86,1,Buzz Drilldrin,162349.98
1090.58,361.37,98.31,227.67,9.98,1,Buzz Drilldrin,162892.04
1091.08,287.75,99.21,203.22,9.45,1,Buzz Drilldrin,163323.67
1092.51,309.12,100.11,195.76,7.87,1,Buzz Drilldrin,163787.35
1093.02,291.07,98.74,196.77,9.51,1,Buzz Drilldrin,164223.96
1094.57,304.58,86.71,274.94,20.37,1,Buzz Drilldrin,164680.83
1095.02,347.43,93.99,351.32,13.83,1,Buzz Drilldrin,165201.97
1096.55,269.91,83.07,548.15,24.1,1,Buzz Drilldrin,165606.83
1097.05,190.5,84.91,436.51,22.68,1,Buzz Drilldrin,165892.58
1098.51,312.61,101.84,135.4,6.66,1,Buzz Drilldrin,166361.49
1099.01,299.74,101.41,144.87,7.22,1,Buzz Drilldrin,166811.1
1100.56,342.87,99,193.34,9.12,1,Buzz Drilldrin,167325.4
1101.02,302.79,97.66,304.21,10,1,Buzz Drilldrin,167779.58
1102.52,319.21,101.12,170.38,6.49,1,Buzz Drilldrin,168258.39
1103.02,393.13,101.66,161.88,6.61,1,Buzz Drilldrin,168848.09
1104.52,298.91,101.05,149.58,7.7,1,Buzz Drilldrin,169296.45
1105.02,373.25,100.91,176.33,7.59,1,Buzz Drilldrin,169856.33
1106.52,373.6,99.68,226.29,8.79,1,Buzz Drilldrin,170416.73
1107.06,274.33,93.52,538.35,16.2,1,Buzz Drilldrin,170828.23
1108.55,366.71,89.63,381.02,18.68,1,Buzz Drilldrin,171378.3
1109.09,302.97,91.36,437.2,15.58,1,Buzz Drilldrin,171832.75
1110.64,344.13,108.33,175.39,-1.6,1,Buzz Drilldrin,172348.95
